LOCATION;LOCATION_CAT;INDICATOR;SUBJECT;MEASURE;FREQUENCY;YEAR;Value
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2025;7.619
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2026;7.626
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2027;7.637
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2028;7.652
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2029;7.666
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;1990;12.98
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;1991;13.003
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;1992;13.006
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;1993;12.901
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;1994;12.976
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;1995;13.029
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;1996;13.678
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;1997;12.693
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;1998;12.586
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;1999;12.864
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2000;13.333
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2001;13.659
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2002;14.335
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2003;14.113
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2004;15.052
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2005;14.951
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2006;13.995
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2007;14.261
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2008;14.509
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2009;14.159
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2010;14.348
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2011;14.598
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2012;14.515
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2013;14.489
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2014;14.678
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2015;14.96
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2016;15.377
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2017;15.942
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2018;16.003
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2019;16.156
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2020;16.13
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2021;16.111
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2022;16.064
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2023;16.022
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2024;15.987
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2025;15.959
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2026;15.931
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2027;15.91
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2028;15.886
JPN;JPN;MEATCONSUMP;PIG;KG_CAP;A;2029;15.87
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;1990;12.612
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;1991;11.841
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;1992;12.195
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;1993;11.953
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;1994;12.476
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;1995;12.565
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;1996;12.973
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;1997;12.627
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;1998;11.956
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;1999;12.009
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2000;12.84
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2001;13.214
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2002;12.816
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2003;12.674
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2004;12.393
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2005;13.152
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2006;13.376
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2007;13.49
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2008;13.329
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2009;13.682
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2010;14.278
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2011;14.212
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2012;15.119
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2013;15.041
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2014;15.285
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2015;15.826
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2016;16.315
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2017;16.897
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2018;17.374
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2019;17.702
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2020;17.734
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2021;17.785
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2022;17.841
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2023;17.904
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2024;17.971
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2025;18.044
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2026;18.122
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2027;18.205
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2028;18.292
JPN;JPN;MEATCONSUMP;POULTRY;KG_CAP;A;2029;18.382
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;1990;0.743
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;1991;0.759
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;1992;0.797
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;1993;0.672
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;1994;0.563
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;1995;0.576
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;1996;0.497
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;1997;0.438
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;1998;0.42
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;1999;0.352
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2000;0.32
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2001;0.307
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2002;0.294
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2003;0.252
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2004;0.319
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2005;0.364
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2006;0.367
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2007;0.264
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2008;0.267
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2009;0.27
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2010;0.217
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2011;0.218
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2012;0.188
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2013;0.125
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2014;0.14
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2015;0.127
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2016;0.138
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2017;0.153
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2018;0.17
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2019;0.173
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2020;0.16
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2021;0.158
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2022;0.156
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2023;0.154
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2024;0.151
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2025;0.149
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2026;0.147
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2027;0.145
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2028;0.143
JPN;JPN;MEATCONSUMP;SHEEP;KG_CAP;A;2029;0.141
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;1990;0
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;1991;5.084
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;1992;5.668
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;1993;5.293
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;1994;5.649
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;1995;6.483
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;1996;6.714
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;1997;7.588
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;1998;6.808
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;1999;8.084
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2000;8.449
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2001;7.322
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2002;8.331
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2003;8.03
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2004;6.47
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2005;5.976
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2006;6.641
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2007;7.046
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2008;7.191
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2009;7.424
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2010;7.981
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2011;8.819
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2012;8.943
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2013;9.337
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2014;9.871
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2015;10.008
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2016;10.019
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2017;10.441
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2018;10.83
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2019;11.822
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2020;11.85
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2021;11.908
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2022;11.968
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2023;12.031
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2024;12.096
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2025;12.163
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2026;12.234
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2027;12.279
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2028;12.34
KOR;KOR;MEATCONSUMP;BEEF;KG_CAP;A;2029;12.404
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;1990;0
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;1991;9.938
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;1992;13.314
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;1993;13.41
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;1994;13.829
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;1995;14.384
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;1996;15.35
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;1997;15.126
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;1998;14.906
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;1999;17.096
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2000;15.956
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2001;16.564
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2002;17.013
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2003;20.876
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2004;19.283
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2005;18.856
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2006;22.715
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2007;23.956
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2008;24.179
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2009;23.472
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2010;24.309
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2011;23.378
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2012;24.173
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2013;25.31
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2014;25.668
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2015;27.92
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2016;29.098
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2017;29.536
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2018;30.604
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2019;31.229
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2020;31.565
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2021;31.647
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2022;31.697
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2023;31.762
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2024;31.834
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2025;31.917
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2026;32.004
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2027;32.102
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2028;32.199
KOR;KOR;MEATCONSUMP;PIG;KG_CAP;A;2029;32.31
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;1990;5.567
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;1991;6.741
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;1992;7.523
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;1993;7.815
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;1994;7.812
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;1995;8.505
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;1996;9.088
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;1997;8.495
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;1998;7.491
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;1999;9.254
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2000;9.625
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2001;10.51
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2002;10.856
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2003;9.548
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2004;8.437
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2005;10.845
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2006;11.616
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2007;11.441
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2008;11.364
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2009;12.087
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2010;13.261
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2011;14.198
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2012;14.232
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2013;14.38
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2014;16.085
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2015;16.851
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2016;17.279
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2017;17.157
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2018;18.035
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2019;18.674
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2020;18.742
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2021;18.82
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2022;18.903
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2023;18.989
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2024;19.081
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2025;19.173
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2026;19.267
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2027;19.363
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2028;19.464
KOR;KOR;MEATCONSUMP;POULTRY;KG_CAP;A;2029;19.567
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;1990;0.196
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;1991;0.16
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;1992;0.31
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;1993;0.229
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;1994;0.279
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;1995;0.247
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;1996;0.209
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;1997;0.183
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;1998;0.152
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;1999;0.128
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2000;0.106
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2001;0.09
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2002;0.105
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2003;0.101
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2004;0.109
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2005;0.11
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2006;0.105
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2007;0.104
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2008;0.103
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2009;0.095
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2010;0.101
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2011;0.115
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2012;0.118
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2013;0.115
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2014;0.151
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2015;0.189
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2016;0.248
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2017;0.331
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2018;0.324
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2019;0.332
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2020;0.332
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2021;0.332
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2022;0.332
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2023;0.332
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2024;0.332
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2025;0.333
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2026;0.333
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2027;0.334
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2028;0.334
KOR;KOR;MEATCONSUMP;SHEEP;KG_CAP;A;2029;0.335
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;1990;7.384
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;1991;8.976
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;1992;9.367
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;1993;8.495
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;1994;9.978
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;1995;8.551
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;1996;9.93
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;1997;10.191
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;1998;10.983
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;1999;10.882
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2000;10.79
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2001;11.048
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2002;11.824
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2003;10.955
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2004;10.407
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2005;10.671
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2006;10.01
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2007;10.704
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2008;11.219
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2009;10.553
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2010;9.966
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2011;9.056
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2012;9.055
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2013;9.023
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2014;8.911
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2015;8.913
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2016;9.134
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2017;9.162
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2018;9.243
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2019;9.167
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2020;8.971
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2021;8.986
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2022;8.996
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2023;9.036
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2024;9.096
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2025;9.1
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2026;9.128
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2027;9.108
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2028;9.092
MEX;MEX;MEATCONSUMP;BEEF;KG_CAP;A;2029;9.06
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;1990;7.339
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;1991;7.895
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;1992;7.832
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;1993;7.635
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;1994;8.21
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;1995;8.045
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;1996;7.768
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;1997;8.001
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;1998;8.461
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;1999;8.667
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2000;9.228
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2001;9.416
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2002;9.696
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2003;9.989
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2004;10.234
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2005;10.079
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2006;10.275
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2007;10.292
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2008;10.191
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2009;11.085
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2010;10.989
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2011;10.332
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2012;11.169
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2013;11.663
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2014;11.733
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2015;12.527
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2016;12.84
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2017;13.305
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2018;14.05
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2019;14.401
MEX;MEX;MEATCONSUMP;PIG;KG_CAP;A;2020;14.42
